date,count
2017-07-11,70
2017-07-12,80
2017-07-13,75
2017-07-14,184
2017-07-15,30
2017-07-16,52
2017-07-17,85
2017-07-18,74
2017-07-19,91
2017-07-20,266
2017-07-21,97
2017-07-22,28
2017-07-23,50
2017-07-24,2978
2017-07-25,0
2017-07-26,91
2017-07-27,103
2017-07-28,60
2017-07-29,57
2017-07-30,136
2017-07-31,1406
2017-08-01,254
2017-08-02,95
2017-08-03,91
2017-08-04,102
2017-08-05,56
2017-08-06,47
2017-08-07,27
2017-08-08,59
2017-08-09,51
2017-08-10,9
2017-08-11,33
2017-08-12,35
2017-08-13,51
2017-08-14,57
2017-08-15,49
2017-08-16,114
2017-08-17,138
2017-08-18,62
2017-08-19,73
2017-08-20,34
2017-08-21,125
2017-08-22,136
2017-08-23,27
2017-08-24,8
2017-08-25,15
2017-08-26,18
2017-08-27,6
2017-08-28,10
2017-08-29,11
2017-08-30,10
2017-08-31,13
2017-09-01,20
2017-09-02,9
2017-09-03,11
2017-09-04,33
2017-09-05,19
2017-09-06,15
2017-09-07,38
2017-09-08,87
2017-09-09,37
2017-09-10,10
2017-09-11,46
2017-09-12,39
2017-09-13,29
2017-09-14,28
2017-09-15,16
2017-09-16,8
2017-09-17,12
2017-09-18,34
2017-09-19,25
2017-09-20,45
2017-09-21,44
2017-09-22,26
2017-09-23,10
2017-09-24,23
2017-09-25,70
2017-09-26,74
2017-09-27,51
2017-09-28,33
2017-09-29,22
2017-09-30,7
2017-10-01,2
2017-10-02,17
2017-10-03,59
2017-10-04,54
2017-10-05,39
2017-10-06,31
2017-10-07,21
2017-10-08,9
2017-10-09,29
2017-10-10,19
2017-10-11,14
2017-10-12,36
2017-10-13,20
2017-10-14,14
2017-10-15,9
2017-10-16,18
2017-10-17,15
2017-10-18,13
2017-10-19,17
2017-10-20,1
2017-10-21,0
2017-10-22,1
2017-10-23,1
2017-10-24,4
2017-10-25,5
2017-10-26,5
2017-10-27,9
2017-10-28,8
2017-10-29,11
2017-10-30,16
2017-10-31,16
2017-11-01,11
2017-11-02,22
2017-11-03,15
2017-11-04,11
2017-11-05,14
2017-11-06,4
2017-11-07,3
2017-11-08,4
2017-11-09,7
2017-11-10,1
2017-11-11,6
2017-11-12,4
2017-11-13,17
2017-11-14,16
2017-11-15,22
2017-11-16,18
2017-11-17,14
2017-11-18,8
2017-11-19,2
2017-11-20,1
2017-11-21,21
2017-11-22,60
2017-11-23,16
2017-11-24,5
2017-11-25,1
2017-11-26,5
2017-11-27,12
2017-11-28,26
2017-11-29,40
2017-11-30,39
2017-12-01,17
2017-12-02,13
2017-12-03,23
2017-12-04,40
2017-12-05,47
2017-12-06,33
2017-12-07,8
2017-12-08,6
2017-12-09,7
2017-12-10,14
2017-12-11,20
2017-12-12,24
2017-12-13,8
2017-12-14,3
2017-12-15,2
2017-12-16,1
2017-12-17,11
2017-12-18,16
2017-12-19,47
2017-12-20,66
2017-12-21,70
2017-12-22,19
2017-12-23,9
2017-12-24,11
2017-12-25,11
2017-12-26,26
2017-12-27,42
2017-12-28,43
2017-12-29,44
2017-12-30,50
2017-12-31,19
2018-01-01,32
2018-01-02,48
2018-01-03,22
2018-01-04,55
2018-01-05,30
2018-01-06,21
2018-01-07,22
2018-01-08,28
2018-01-09,2
2018-01-10,0
2018-01-11,0
2018-01-12,0
2018-01-13,0
2018-01-14,0
2018-01-15,0
2018-01-16,0
2018-01-17,0
2018-01-18,0
2018-01-19,0
2018-01-20,0
2018-01-21,0
2018-01-22,0
2018-01-23,0
2018-01-24,0
2018-01-25,0
2018-01-26,0
2018-01-27,0
2018-01-28,0
2018-01-29,0
2018-01-30,0
2018-01-31,0
2018-02-01,0
2018-02-02,0
2018-02-03,0
2018-02-04,0
2018-02-05,0
2018-02-06,0
2018-02-07,0
2018-02-08,0
2018-02-09,0
2018-02-10,0
2018-02-11,0
2018-02-12,0
2018-02-13,0
2018-02-14,0
2018-02-15,0
2018-02-16,0
2018-02-17,0
2018-02-18,0
2018-02-19,0
2018-02-20,0
2018-02-21,0
2018-02-22,0
2018-02-23,0
2018-02-24,0
2018-02-25,0
2018-02-26,0
2018-02-27,0
2018-02-28,0
2018-03-01,0
2018-03-02,0
2018-03-03,0
2018-03-04,0
2018-03-05,0
2018-03-06,0
2018-03-07,0
2018-03-08,0
2018-03-09,0
2018-03-10,0
2018-03-11,0
2018-03-12,0
2018-03-13,0
2018-03-14,0
2018-03-15,0
2018-03-16,0
2018-03-17,0
2018-03-18,0
2018-03-19,0
2018-03-20,0
2018-03-21,0
2018-03-22,0
2018-03-23,0
2018-03-24,0
2018-03-25,0
2018-03-26,0
2018-03-27,0
2018-03-28,0
2018-03-29,0
2018-03-30,0
2018-03-31,0
2018-04-01,0
2018-04-02,0
2018-04-03,0
2018-04-04,0
2018-04-05,0
2018-04-06,0
2018-04-07,0
2018-04-08,0
2018-04-09,0
2018-04-10,0
2018-04-11,0
2018-04-12,0
2018-04-13,0
2018-04-14,0
2018-04-15,0
2018-04-16,0
2018-04-17,0
2018-04-18,0
2018-04-19,0
2018-04-20,0
2018-04-21,0
2018-04-22,0
2018-04-23,0
2018-04-24,0
2018-04-25,0
2018-04-26,0
2018-04-27,0
2018-04-28,0
2018-04-29,0
2018-04-30,0
2018-05-01,0
2018-05-02,0
2018-05-03,0
2018-05-04,0
2018-05-05,0
2018-05-06,0
2018-05-07,0
2018-05-08,0
2018-05-09,0
2018-05-10,0
2018-05-11,0
2018-05-12,0
2018-05-13,0
2018-05-14,0
2018-05-15,0
2018-05-16,0
2018-05-17,0
2018-05-18,0
2018-05-19,0
2018-05-20,0
2018-05-21,0
2018-05-22,0
2018-05-23,0
2018-05-24,0
2018-05-25,0
2018-05-26,0
2018-05-27,0
2018-05-28,0
2018-05-29,0
2018-05-30,0
2018-05-31,0
2018-06-01,0
2018-06-02,0
2018-06-03,0
2018-06-04,0
2018-06-05,0
2018-06-06,0
2018-06-07,0
2018-06-08,0
2018-06-09,0
2018-06-10,0
2018-06-11,0
2018-06-12,0
2018-06-13,0
2018-06-14,0
2018-06-15,0
2018-06-16,0
2018-06-17,0
2018-06-18,0
2018-06-19,0
2018-06-20,0
2018-06-21,0
2018-06-22,0
2018-06-23,0
2018-06-24,0
2018-06-25,0
2018-06-26,0
2018-06-27,0
2018-06-28,0
2018-06-29,0
2018-06-30,0
2018-07-01,0
2018-07-02,0
2018-07-03,0
2018-07-04,0
2018-07-05,0
2018-07-06,0
2018-07-07,0
2018-07-08,0
2018-07-09,0
2018-07-10,0
2018-07-11,0
2018-07-12,0
2018-07-13,0
2018-07-14,0
2018-07-15,0
2018-07-16,0
2018-07-17,0
2018-07-18,0
2018-07-19,0
2018-07-20,0
2018-07-21,0
2018-07-22,0
2018-07-23,0
2018-07-24,0
2018-07-25,0
2018-07-26,0
2018-07-27,0
2018-07-28,0
2018-07-29,0
2018-07-30,0
2018-07-31,0
2018-08-01,0
2018-08-02,0
2018-08-03,0
2018-08-04,0
2018-08-05,0
2018-08-06,0
2018-08-07,0
2018-08-08,0
2018-08-09,0
2018-08-10,0
2018-08-11,0
2018-08-12,0
2018-08-13,0
2018-08-14,0
2018-08-15,0
2018-08-16,0
2018-08-17,0
2018-08-18,0
2018-08-19,0
2018-08-20,0
2018-08-21,0
2018-08-22,0
2018-08-23,0
2018-08-24,0
2018-08-25,0
2018-08-26,0
2018-08-27,0
2018-08-28,0
2018-08-29,0
2018-08-30,0
2018-08-31,0
2018-09-01,0
2018-09-02,0
2018-09-03,0
2018-09-04,0
2018-09-05,0
2018-09-06,0
2018-09-07,0
2018-09-08,0
2018-09-09,0
2018-09-10,0
2018-09-11,0
2018-09-12,0
2018-09-13,0
2018-09-14,0
2018-09-15,0
2018-09-16,0
2018-09-17,0
2018-09-18,0
2018-09-19,0
2018-09-20,0
2018-09-21,0
2018-09-22,0
2018-09-23,0
2018-09-24,0
2018-09-25,0
2018-09-26,0
2018-09-27,0
2018-09-28,0
2018-09-29,0
2018-09-30,0
2018-10-01,0
2018-10-02,0
2018-10-03,0
2018-10-04,0
2018-10-05,0
2018-10-06,0
2018-10-07,0
2018-10-08,0
2018-10-09,0
2018-10-10,0
2018-10-11,0
2018-10-12,0
2018-10-13,0
2018-10-14,0
2018-10-15,0
2018-10-16,0
2018-10-17,0
2018-10-18,0
2018-10-19,0
2018-10-20,0
2018-10-21,0
2018-10-22,0
2018-10-23,0
2018-10-24,0
2018-10-25,0
2018-10-26,0
2018-10-27,0
2018-10-28,0
2018-10-29,0
2018-10-30,0
2018-10-31,0
2018-11-01,0
2018-11-02,0
2018-11-03,0
2018-11-04,0
2018-11-05,0
2018-11-06,0
2018-11-07,0
2018-11-08,0
2018-11-09,0
2018-11-10,0
2018-11-11,0
2018-11-12,0
2018-11-13,0
2018-11-14,0
2018-11-15,0
2018-11-16,0
2018-11-17,0
2018-11-18,0
2018-11-19,0
2018-11-20,0
2018-11-21,0
2018-11-22,0
2018-11-23,0
2018-11-24,0
2018-11-25,0
2018-11-26,0
2018-11-27,0
2018-11-28,0
2018-11-29,0
2018-11-30,0
2018-12-01,0
2018-12-02,0
2018-12-03,0
2018-12-04,0
2018-12-05,0
2018-12-06,0
2018-12-07,0
2018-12-08,0
2018-12-09,0
2018-12-10,0
2018-12-11,0
2018-12-12,0
2018-12-13,0
2018-12-14,0
2018-12-15,0
2018-12-16,0
2018-12-17,0
2018-12-18,0
2018-12-19,0
2018-12-20,0
2018-12-21,0
2018-12-22,0
2018-12-23,0
2018-12-24,0
2018-12-25,0
2018-12-26,0
2018-12-27,0
2018-12-28,0
2018-12-29,0
2018-12-30,0
2018-12-31,7
